audio_id,status,module,title,rendered_filename,normalized_filename,original_asset_path,final_asset_path,size_bytes,duration_seconds,bit_rate,sample_rate,channels,codec
AUD-MF-V5-017,matched_imported,Mindfulness,FAQ: Do I need silence?,AUD-MF-V5-017.mp3,AUD-MF-V5-017.mp3,audio/v5/mindfulness/aud_mf_v5_017.m4a,audio/narration/AUD-MF-V5-017.mp3,272553,17.005714,128000,44100,1,mp3
AUD-MF-V5-018,matched_imported,Mindfulness,FAQ: Is mindfulness relaxation?,AUD-MF-V5-018.mp3,AUD-MF-V5-018.mp3,audio/v5/mindfulness/aud_mf_v5_018.m4a,audio/narration/AUD-MF-V5-018.mp3,300556,18.755918,128000,44100,1,mp3
AUD-MF-V5-019,matched_imported,Mindfulness,FAQ: How long do I need to practice?,AUD-MF-V5-019.mp3,AUD-MF-V5-019.mp3,audio/v5/mindfulness/aud_mf_v5_019.m4a,audio/narration/AUD-MF-V5-019.mp3,301810,18.834286,128000,44100,1,mp3
AUD-MF-V5-020,matched_imported,Mindfulness,Exercise: Mindful Listening in Everyday Activity,AUD-MF-V5-020.mp3,AUD-MF-V5-020.mp3,audio/v5/mindfulness/aud_mf_v5_020.m4a,audio/narration/AUD-MF-V5-020.mp3,487384,30.432653,128000,44100,1,mp3
AUD-MF-V5-021,matched_imported,Mindfulness,Reflect after mindful listening,AUD-MF-V5-021.mp3,AUD-MF-V5-021.mp3,audio/v5/mindfulness/aud_mf_v5_021.m4a,audio/narration/AUD-MF-V5-021.mp3,313513,19.565714,128000,44100,1,mp3
AUD-MF-V5-022,manifest_missing_from_full_render_existing_resource,Mindfulness,Exercise: Sound Shifting Practice,,,audio/narration/AUD-MF-V5-022.mp3,audio/narration/AUD-MF-V5-022.mp3,487384,30.432653,128000,44100,1,mp3
AUD-MF-V5-023,matched_imported,Mindfulness,Reflect after sound shifting,AUD-MF-V5-023.mp3,AUD-MF-V5-023.mp3,audio/v5/mindfulness/aud_mf_v5_023.m4a,audio/narration/AUD-MF-V5-023.mp3,328559,20.506122,128000,44100,1,mp3
AUD-MF-V5-024,matched_imported,Mindfulness,Tips for sound shifting,AUD-MF-V5-024.mp3,AUD-MF-V5-024.mp3,audio/v5/mindfulness/aud_mf_v5_024.m4a,audio/narration/AUD-MF-V5-024.mp3,368266,22.987755,128000,44100,1,mp3
AUD-MF-V5-025,matched_imported,Mindfulness,When mindfulness feels hard,AUD-MF-V5-025.mp3,AUD-MF-V5-025.mp3,audio/v5/mindfulness/aud_mf_v5_025.m4a,audio/narration/AUD-MF-V5-025.mp3,405464,25.312653,128000,44100,1,mp3
AUD-MF-V5-026,matched_imported,Mindfulness,Main points,AUD-MF-V5-026.mp3,AUD-MF-V5-026.mp3,audio/v5/mindfulness/aud_mf_v5_026.m4a,audio/narration/AUD-MF-V5-026.mp3,413405,25.808980,128000,44100,1,mp3
AUD-MF-V5-027,matched_imported,Mindfulness,Your mindfulness plan,AUD-MF-V5-027.mp3,AUD-MF-V5-027.mp3,audio/v5/mindfulness/aud_mf_v5_027.m4a,audio/narration/AUD-MF-V5-027.mp3,369519,23.066122,128000,44100,1,mp3
AUD-MF-V5-028,matched_imported,Mindfulness,Scope and safety,AUD-MF-V5-028.mp3,AUD-MF-V5-028.mp3,audio/v5/mindfulness/aud_mf_v5_028.m4a,audio/narration/AUD-MF-V5-028.mp3,418421,26.122449,128000,44100,1,mp3
CC-V5-001,matched_imported,Confidence and Communication,Supporting Yourself and Communicating Needs,CC-V5-001.mp3,CC-V5-001.mp3,audio/v5/confidence_and_communication/cc_v5_001.m4a,audio/narration/CC-V5-001.mp3,229085,14.288980,128000,44100,1,mp3
CC-V5-002,matched_imported,Confidence and Communication,Why these topics fit together,CC-V5-002.mp3,CC-V5-002.mp3,audio/v5/confidence_and_communication/cc_v5_002.m4a,audio/narration/CC-V5-002.mp3,337755,21.080816,128000,44100,1,mp3
CC-V5-003,matched_imported,Confidence and Communication,What you will learn in this section,CC-V5-003.mp3,CC-V5-003.mp3,audio/v5/confidence_and_communication/cc_v5_003.m4a,audio/narration/CC-V5-003.mp3,433885,27.088980,128000,44100,1,mp3
CC-V5-004,matched_imported,Confidence and Communication,When tinnitus turns into self-criticism,CC-V5-004.mp3,CC-V5-004.mp3,audio/v5/confidence_and_communication/cc_v5_004.m4a,audio/narration/CC-V5-004.mp3,382476,23.875918,128000,44100,1,mp3
CC-V5-005,matched_imported,Confidence and Communication,Self-compassion is not giving up,CC-V5-005.mp3,CC-V5-005.mp3,audio/v5/confidence_and_communication/cc_v5_005.m4a,audio/narration/CC-V5-005.mp3,355727,22.204082,128000,44100,1,mp3
CC-V5-006,manifest_missing_from_full_render_existing_resource,Confidence and Communication,The three parts of self-compassion,,,audio/narration/CC-V5-006.mp3,audio/narration/CC-V5-006.mp3,415913,25.965714,128000,44100,1,mp3
CC-V5-007,matched_imported,Confidence and Communication,Self-kindness: how would you respond to someone you care about?,CC-V5-007.mp3,CC-V5-007.mp3,audio/v5/confidence_and_communication/cc_v5_007.m4a,audio/narration/CC-V5-007.mp3,306826,19.147755,128000,44100,1,mp3
CC-V5-008,matched_imported,Confidence and Communication,Common humanity: you are not the only person struggling,CC-V5-008.mp3,CC-V5-008.mp3,audio/v5/confidence_and_communication/cc_v5_008.m4a,audio/narration/CC-V5-008.mp3,322290,20.114286,128000,44100,1,mp3
CC-V5-009,matched_imported,Confidence and Communication,Mindful awareness: notice without amplifying,CC-V5-009.mp3,CC-V5-009.mp3,audio/v5/confidence_and_communication/cc_v5_009.m4a,audio/narration/CC-V5-009.mp3,361996,22.595918,128000,44100,1,mp3
CC-V5-010,matched_imported,Confidence and Communication,Validation: your reaction makes sense,CC-V5-010.mp3,CC-V5-010.mp3,audio/v5/confidence_and_communication/cc_v5_010.m4a,audio/narration/CC-V5-010.mp3,396687,24.764082,128000,44100,1,mp3
CC-V5-011,matched_imported,Confidence and Communication,A brief validation practice,CC-V5-011.mp3,CC-V5-011.mp3,audio/v5/confidence_and_communication/cc_v5_011.m4a,audio/narration/CC-V5-011.mp3,466904,29.152653,128000,44100,1,mp3
CC-V5-012,matched_imported,Confidence and Communication,From self-blame to a supportive inner voice,CC-V5-012.mp3,CC-V5-012.mp3,audio/v5/confidence_and_communication/cc_v5_012.m4a,audio/narration/CC-V5-012.mp3,371191,23.170612,128000,44100,1,mp3
CC-V5-013,matched_imported,Confidence and Communication,Optional mini-practice: give tinnitus a nickname,CC-V5-013.mp3,CC-V5-013.mp3,audio/v5/confidence_and_communication/cc_v5_013.m4a,audio/narration/CC-V5-013.mp3,376207,23.484082,128000,44100,1,mp3
CC-V5-014,matched_imported,Confidence and Communication,Important terms: self-compassion and validation,CC-V5-014.mp3,CC-V5-014.mp3,audio/v5/confidence_and_communication/cc_v5_014.m4a,audio/narration/CC-V5-014.mp3,406718,25.391020,128000,44100,1,mp3
CC-V5-015,matched_imported,Confidence and Communication,Putting self-compassion into practice,CC-V5-015.mp3,CC-V5-015.mp3,audio/v5/confidence_and_communication/cc_v5_015.m4a,audio/narration/CC-V5-015.mp3,448932,28.029388,128000,44100,1,mp3
CC-V5-016,matched_imported,Confidence and Communication,How self-compassion connects to the other tools,CC-V5-016.mp3,CC-V5-016.mp3,audio/v5/confidence_and_communication/cc_v5_016.m4a,audio/narration/CC-V5-016.mp3,381222,23.797551,128000,44100,1,mp3
CC-V5-017,matched_imported,Confidence and Communication,FAQ: Won’t kindness make me less motivated?,CC-V5-017.mp3,CC-V5-017.mp3,audio/v5/confidence_and_communication/cc_v5_017.m4a,audio/narration/CC-V5-017.mp3,263358,16.431020,128000,44100,1,mp3
CC-V5-018,matched_imported,Confidence and Communication,FAQ: Is self-compassion just self-pity?,CC-V5-018.mp3,CC-V5-018.mp3,audio/v5/confidence_and_communication/cc_v5_018.m4a,audio/narration/CC-V5-018.mp3,232847,14.524082,128000,44100,1,mp3
CC-V5-019,matched_imported,Confidence and Communication,FAQ: How do I validate myself when others dismiss tinnitus?,CC-V5-019.mp3,CC-V5-019.mp3,audio/v5/confidence_and_communication/cc_v5_019.m4a,audio/narration/CC-V5-019.mp3,287599,17.946122,128000,44100,1,mp3
CC-V5-020,matched_imported,Confidence and Communication,FAQ: What if kind self-talk feels awkward?,CC-V5-020.mp3,CC-V5-020.mp3,audio/v5/confidence_and_communication/cc_v5_020.m4a,audio/narration/CC-V5-020.mp3,207351,12.930612,128000,44100,1,mp3
CC-V5-021,matched_imported,Confidence and Communication,Exercise: re-scripting a self-critical thought,CC-V5-021.mp3,CC-V5-021.mp3,audio/v5/confidence_and_communication/cc_v5_021.m4a,audio/narration/CC-V5-021.mp3,347786,21.707755,128000,44100,1,mp3
CC-V5-022,matched_imported,Confidence and Communication,Main points for supporting yourself,CC-V5-022.mp3,CC-V5-022.mp3,audio/v5/confidence_and_communication/cc_v5_022.m4a,audio/narration/CC-V5-022.mp3,333993,20.845714,128000,44100,1,mp3
CC-V5-023,manifest_missing_from_full_render_no_resource,Confidence and Communication,Your self-compassion and validation plan,,,audio/v5/confidence_and_communication/cc_v5_023.m4a,audio/v5/confidence_and_communication/cc_v5_023.m4a,,,,,,
CC-V5-024,matched_imported,Confidence and Communication,Why communication matters with tinnitus,CC-V5-024.mp3,CC-V5-024.mp3,audio/v5/confidence_and_communication/cc_v5_024.m4a,audio/narration/CC-V5-024.mp3,400448,24.999184,128000,44100,1,mp3
CC-V5-025,matched_imported,Confidence and Communication,Invisible symptoms can create misunderstanding,CC-V5-025.mp3,CC-V5-025.mp3,audio/v5/confidence_and_communication/cc_v5_025.m4a,audio/narration/CC-V5-025.mp3,365758,22.831020,128000,44100,1,mp3
CC-V5-026,matched_imported,Confidence and Communication,Self-advocacy without guilt,CC-V5-026.mp3,CC-V5-026.mp3,audio/v5/confidence_and_communication/cc_v5_026.m4a,audio/narration/CC-V5-026.mp3,291779,18.207347,128000,44100,1,mp3
CC-V5-027,manifest_missing_from_full_render_existing_resource,Confidence and Communication,DEAR MAN: a structure for clear requests,,,audio/narration/CC-V5-027.mp3,audio/narration/CC-V5-027.mp3,460635,28.760816,128000,44100,1,mp3
CC-V5-028,matched_imported,Confidence and Communication,"DEAR: describe, express, assert, reinforce",CC-V5-028.mp3,CC-V5-028.mp3,audio/v5/confidence_and_communication/cc_v5_028.m4a,audio/narration/CC-V5-028.mp3,400448,24.999184,128000,44100,1,mp3
CC-V5-029,matched_imported,Confidence and Communication,"MAN: stay mindful, appear confident, negotiate",CC-V5-029.mp3,CC-V5-029.mp3,audio/v5/confidence_and_communication/cc_v5_029.m4a,audio/narration/CC-V5-029.mp3,376207,23.484082,128000,44100,1,mp3
CC-V5-030,manifest_missing_from_full_render_no_resource,Confidence and Communication,FAST: preserving self-respect,,,audio/v5/confidence_and_communication/cc_v5_030.m4a,audio/v5/confidence_and_communication/cc_v5_030.m4a,,,,,,
CC-V5-031,matched_imported,Confidence and Communication,Mini-practice: speak up in one sentence,CC-V5-031.mp3,CC-V5-031.mp3,audio/v5/confidence_and_communication/cc_v5_031.m4a,audio/narration/CC-V5-031.mp3,347786,21.707755,128000,44100,1,mp3
CC-V5-032,matched_imported,Confidence and Communication,Important terms: communication and self-respect,CC-V5-032.mp3,CC-V5-032.mp3,audio/v5/confidence_and_communication/cc_v5_032.m4a,audio/narration/CC-V5-032.mp3,207351,12.930612,128000,44100,1,mp3
CC-V5-033,matched_imported,Confidence and Communication,Putting communication skills into practice,CC-V5-033.mp3,CC-V5-033.mp3,audio/v5/confidence_and_communication/cc_v5_033.m4a,audio/narration/CC-V5-033.mp3,382476,23.875918,128000,44100,1,mp3
CC-V5-034,matched_imported,Confidence and Communication,How communication connects to the bigger picture,CC-V5-034.mp3,CC-V5-034.mp3,audio/v5/confidence_and_communication/cc_v5_034.m4a,audio/narration/CC-V5-034.mp3,384984,24.032653,128000,44100,1,mp3
CC-V5-035,matched_imported,Confidence and Communication,FAQ: Will asking for quieter options make me seem needy?,CC-V5-035.mp3,CC-V5-035.mp3,audio/v5/confidence_and_communication/cc_v5_035.m4a,audio/narration/CC-V5-035.mp3,226159,14.106122,128000,44100,1,mp3
CC-V5-036,matched_imported,Confidence and Communication,FAQ: What if someone dismisses my tinnitus?,CC-V5-036.mp3,CC-V5-036.mp3,audio/v5/confidence_and_communication/cc_v5_036.m4a,audio/narration/CC-V5-036.mp3,224906,14.027755,128000,44100,1,mp3
CC-V5-037,matched_imported,Confidence and Communication,FAQ: Is DEAR MAN too structured for real life?,CC-V5-037.mp3,CC-V5-037.mp3,audio/v5/confidence_and_communication/cc_v5_037.m4a,audio/narration/CC-V5-037.mp3,186871,11.650612,128000,44100,1,mp3
CC-V5-038,matched_imported,Confidence and Communication,FAQ: What if I feel guilty inconveniencing others?,CC-V5-038.mp3,CC-V5-038.mp3,audio/v5/confidence_and_communication/cc_v5_038.m4a,audio/narration/CC-V5-038.mp3,217382,13.557551,128000,44100,1,mp3
CC-V5-039,matched_imported,Confidence and Communication,Exercise: express your needs with DEAR MAN,CC-V5-039.mp3,CC-V5-039.mp3,audio/v5/confidence_and_communication/cc_v5_039.m4a,audio/narration/CC-V5-039.mp3,356981,22.282449,128000,44100,1,mp3
CC-V5-040,manifest_missing_from_full_render_no_resource,Confidence and Communication,Using FAST as a self-respect check,,,audio/v5/confidence_and_communication/cc_v5_040.m4a,audio/v5/confidence_and_communication/cc_v5_040.m4a,,,,,,
CC-V5-041,matched_imported,Confidence and Communication,Main points for communicating with others,CC-V5-041.mp3,CC-V5-041.mp3,audio/v5/confidence_and_communication/cc_v5_041.m4a,audio/narration/CC-V5-041.mp3,353219,22.047347,128000,44100,1,mp3
CC-V5-042,manifest_missing_from_full_render_no_resource,Confidence and Communication,Your communication plan,,,audio/v5/confidence_and_communication/cc_v5_042.m4a,audio/v5/confidence_and_communication/cc_v5_042.m4a,,,,,,
CC-V5-043,matched_imported,Confidence and Communication,Confidence inside and outside,CC-V5-043.mp3,CC-V5-043.mp3,audio/v5/confidence_and_communication/cc_v5_043.m4a,audio/narration/CC-V5-043.mp3,413405,25.808980,128000,44100,1,mp3
CC-V5-044,matched_imported,Confidence and Communication,When extra support may help,CC-V5-044.mp3,CC-V5-044.mp3,audio/v5/confidence_and_communication/cc_v5_044.m4a,audio/narration/CC-V5-044.mp3,435139,27.167347,128000,44100,1,mp3
DT-500-INTRO,matched_imported,Distress Tolerance,Tools for intense tinnitus moments,DT-500-INTRO.mp3,DT-500-INTRO.mp3,audio/v5/distress_tolerance/dt_500_intro.m4a,audio/narration/DT-500-INTRO.mp3,440155,27.480816,128000,44100,1,mp3
DT-501-OBJECTIVES,matched_imported,Distress Tolerance,What you will learn in this section,DT-501-OBJECTIVES.mp3,DT-501-OBJECTIVES.mp3,audio/v5/distress_tolerance/dt_501_objectives.m4a,audio/narration/DT-501-OBJECTIVES.mp3,460635,28.760816,128000,44100,1,mp3
DT-502-MANAGE-NOT-ELIMINATE,matched_imported,Distress Tolerance,"Managing distress, not eliminating it",DT-502-MANAGE-NOT-ELIMINATE.mp3,DT-502-MANAGE-NOT-ELIMINATE.mp3,audio/v5/distress_tolerance/dt_502_manage_not_eliminate.m4a,audio/narration/DT-502-MANAGE-NOT-ELIMINATE.mp3,489892,30.589388,128000,44100,1,mp3
DT-503-PANIC-LOOP,matched_imported,Distress Tolerance,Why panic makes tinnitus feel bigger,DT-503-PANIC-LOOP.mp3,DT-503-PANIC-LOOP.mp3,audio/v5/distress_tolerance/dt_503_panic_loop.m4a,audio/narration/DT-503-PANIC-LOOP.mp3,453111,28.290612,128000,44100,1,mp3
DT-504-FLUCTUATION,matched_imported,Distress Tolerance,"Use the word fluctuation, not spike",DT-504-FLUCTUATION.mp3,DT-504-FLUCTUATION.mp3,audio/v5/distress_tolerance/dt_504_fluctuation.m4a,audio/narration/DT-504-FLUCTUATION.mp3,520821,32.522449,128000,44100,1,mp3
DT-505-SAFETY-VALVE,matched_imported,Distress Tolerance,Distress tolerance is a short-term safety valve,DT-505-SAFETY-VALVE.mp3,DT-505-SAFETY-VALVE.mp3,audio/v5/distress_tolerance/dt_505_safety_valve.m4a,audio/narration/DT-505-SAFETY-VALVE.mp3,410479,25.626122,128000,44100,1,mp3
DT-506-SAFETY-BOUNDARY,manifest_missing_from_full_render_existing_resource,Distress Tolerance,When distress becomes a safety concern,,,audio/narration/DT-506-SAFETY-BOUNDARY.mp3,audio/narration/DT-506-SAFETY-BOUNDARY.mp3,428452,26.749388,128000,44100,1,mp3
DT-507-TERMS-OVERVIEW,matched_imported,Distress Tolerance,Important terms,DT-507-TERMS-OVERVIEW.mp3,DT-507-TERMS-OVERVIEW.mp3,audio/v5/distress_tolerance/dt_507_terms_overview.m4a,audio/narration/DT-507-TERMS-OVERVIEW.mp3,461888,28.839184,128000,44100,1,mp3
DT-508-STOP-TERM,matched_imported,Distress Tolerance,STOP: pause before reacting,DT-508-STOP-TERM.mp3,DT-508-STOP-TERM.mp3,audio/v5/distress_tolerance/dt_508_stop_term.m4a,audio/narration/DT-508-STOP-TERM.mp3,432631,27.010612,128000,44100,1,mp3
DT-509-TIPP-TERM,manifest_missing_from_full_render_existing_resource,Distress Tolerance,TIPP: use the body to calm the mind,,,audio/narration/DT-509-TIPP-TERM.mp3,audio/narration/DT-509-TIPP-TERM.mp3,446424,27.872653,128000,44100,1,mp3
DT-510-PRACTICE-EARLY,matched_imported,Distress Tolerance,Practice before the tornado,DT-510-PRACTICE-EARLY.mp3,DT-510-PRACTICE-EARLY.mp3,audio/v5/distress_tolerance/dt_510_practice_early.m4a,audio/narration/DT-510-PRACTICE-EARLY.mp3,405464,25.312653,128000,44100,1,mp3
DT-511-HANDLE-THIS-MOMENT,matched_imported,Distress Tolerance,From “fix this now” to “I can handle this moment”,DT-511-HANDLE-THIS-MOMENT.mp3,DT-511-HANDLE-THIS-MOMENT.mp3,audio/v5/distress_tolerance/dt_511_handle_this_moment.m4a,audio/narration/DT-511-HANDLE-THIS-MOMENT.mp3,519567,32.444082,128000,44100,1,mp3
DT-512-ICE-CUBE,manifest_missing_from_full_render_existing_resource,Distress Tolerance,Mini-exercise: Grab an ice cube,,,audio/narration/DT-512-ICE-CUBE.mp3,audio/narration/DT-512-ICE-CUBE.mp3,428452,26.749388,128000,44100,1,mp3
DT-513-FROZEN-ORANGE,matched_imported,Distress Tolerance,Another sensory option: frozen orange grounding,DT-513-FROZEN-ORANGE.mp3,DT-513-FROZEN-ORANGE.mp3,audio/v5/distress_tolerance/dt_513_frozen_orange.m4a,audio/narration/DT-513-FROZEN-ORANGE.mp3,511626,31.947755,128000,44100,1,mp3
DT-514-STOP-EXERCISE-INTRO,matched_imported,Distress Tolerance,Exercise: Take a pause before reacting,DT-514-STOP-EXERCISE-INTRO.mp3,DT-514-STOP-EXERCISE-INTRO.mp3,audio/v5/distress_tolerance/dt_514_stop_exercise_intro.m4a,audio/narration/DT-514-STOP-EXERCISE-INTRO.mp3,372445,23.248980,128000,44100,1,mp3
DT-515-STOP-STEPS,matched_imported,Distress Tolerance,STOP steps,DT-515-STOP-STEPS.mp3,DT-515-STOP-STEPS.mp3,audio/v5/distress_tolerance/dt_515_stop_steps.m4a,audio/narration/DT-515-STOP-STEPS.mp3,488638,30.511020,128000,44100,1,mp3
DT-516-TIPP-EXERCISE-INTRO,matched_imported,Distress Tolerance,Exercise: Use your body to calm your mind,DT-516-TIPP-EXERCISE-INTRO.mp3,DT-516-TIPP-EXERCISE-INTRO.mp3,audio/v5/distress_tolerance/dt_516_tipp_exercise_intro.m4a,audio/narration/DT-516-TIPP-EXERCISE-INTRO.mp3,345278,21.551020,128000,44100,1,mp3
DT-517-TIPP-TEMPERATURE,matched_imported,Distress Tolerance,TIPP: Temperature,DT-517-TIPP-TEMPERATURE.mp3,DT-517-TIPP-TEMPERATURE.mp3,audio/v5/distress_tolerance/dt_517_tipp_temperature.m4a,audio/narration/DT-517-TIPP-TEMPERATURE.mp3,373699,23.327347,128000,44100,1,mp3
DT-518-TIPP-MOVEMENT,matched_imported,Distress Tolerance,"TIPP: Intense movement, when appropriate",DT-518-TIPP-MOVEMENT.mp3,DT-518-TIPP-MOVEMENT.mp3,audio/v5/distress_tolerance/dt_518_tipp_movement.m4a,audio/narration/DT-518-TIPP-MOVEMENT.mp3,396687,24.764082,128000,44100,1,mp3
DT-519-TIPP-BREATHING,matched_imported,Distress Tolerance,TIPP: Paced breathing,DT-519-TIPP-BREATHING.mp3,DT-519-TIPP-BREATHING.mp3,audio/v5/distress_tolerance/dt_519_tipp_breathing.m4a,audio/narration/DT-519-TIPP-BREATHING.mp3,368266,22.987755,128000,44100,1,mp3
DT-520-TIPP-MUSCLE,matched_imported,Distress Tolerance,TIPP: Paired muscle relaxation,DT-520-TIPP-MUSCLE.mp3,DT-520-TIPP-MUSCLE.mp3,audio/v5/distress_tolerance/dt_520_tipp_muscle.m4a,audio/narration/DT-520-TIPP-MUSCLE.mp3,335247,20.924082,128000,44100,1,mp3
DT-521-BIGGER-PICTURE,matched_imported,Distress Tolerance,How distress tolerance connects to the bigger picture,DT-521-BIGGER-PICTURE.mp3,DT-521-BIGGER-PICTURE.mp3,audio/v5/distress_tolerance/dt_521_bigger_picture.m4a,audio/narration/DT-521-BIGGER-PICTURE.mp3,474845,29.648980,128000,44100,1,mp3
DT-522-FAQ-LOUDNESS,matched_imported,Distress Tolerance,FAQ: Will these skills make tinnitus quieter?,DT-522-FAQ-LOUDNESS.mp3,DT-522-FAQ-LOUDNESS.mp3,audio/v5/distress_tolerance/dt_522_faq_loudness.m4a,audio/narration/DT-522-FAQ-LOUDNESS.mp3,278822,17.397551,128000,44100,1,mp3
DT-523-FAQ-FORGET,matched_imported,Distress Tolerance,FAQ: What if I forget the skills when I am upset?,DT-523-FAQ-FORGET.mp3,DT-523-FAQ-FORGET.mp3,audio/v5/distress_tolerance/dt_523_faq_forget.m4a,audio/narration/DT-523-FAQ-FORGET.mp3,373699,23.327347,128000,44100,1,mp3
DT-524-FAQ-AVOIDANCE,matched_imported,Distress Tolerance,FAQ: Is this just avoidance?,DT-524-FAQ-AVOIDANCE.mp3,DT-524-FAQ-AVOIDANCE.mp3,audio/v5/distress_tolerance/dt_524_faq_avoidance.m4a,audio/narration/DT-524-FAQ-AVOIDANCE.mp3,346532,21.629388,128000,44100,1,mp3
DT-525-MAIN-POINTS,matched_imported,Distress Tolerance,Main points,DT-525-MAIN-POINTS.mp3,DT-525-MAIN-POINTS.mp3,audio/v5/distress_tolerance/dt_525_main_points.m4a,audio/narration/DT-525-MAIN-POINTS.mp3,482368,30.119184,128000,44100,1,mp3
DT-526-DISTRESS-PLAN,matched_imported,Distress Tolerance,Your distress tolerance plan,DT-526-DISTRESS-PLAN.mp3,DT-526-DISTRESS-PLAN.mp3,audio/v5/distress_tolerance/dt_526_distress_plan.m4a,audio/narration/DT-526-DISTRESS-PLAN.mp3,410479,25.626122,128000,44100,1,mp3
DT-527-BODY-SAFETY,matched_imported,Distress Tolerance,Use safe options for your body and situation,DT-527-BODY-SAFETY.mp3,DT-527-BODY-SAFETY.mp3,audio/v5/distress_tolerance/dt_527_body_safety.m4a,audio/narration/DT-527-BODY-SAFETY.mp3,391671,24.450612,128000,44100,1,mp3
SLP-AUD-001,matched_imported,Sleep,Sleep and tinnitus can affect each other,SLP-AUD-001.mp3,SLP-AUD-001.mp3,audio/v5/sleep/slp_aud_001.m4a,audio/narration/SLP-AUD-001.mp3,443916,27.715918,128000,44100,1,mp3
SLP-AUD-002,matched_imported,Sleep,What you will learn in this section,SLP-AUD-002.mp3,SLP-AUD-002.mp3,audio/v5/sleep/slp_aud_002.m4a,audio/narration/SLP-AUD-002.mp3,386238,24.111020,128000,44100,1,mp3
SLP-AUD-003,matched_imported,Sleep,Why sleep belongs in tinnitus management,SLP-AUD-003.mp3,SLP-AUD-003.mp3,audio/v5/sleep/slp_aud_003.m4a,audio/narration/SLP-AUD-003.mp3,379968,23.719184,128000,44100,1,mp3
SLP-AUD-004,manifest_missing_from_full_render_existing_resource,Sleep,The sleep-tinnitus loop,,,audio/narration/SLP-AUD-004.mp3,audio/narration/SLP-AUD-004.mp3,365758,22.831020,128000,44100,1,mp3
SLP-AUD-005,matched_imported,Sleep,Why quiet nights can feel harder,SLP-AUD-005.mp3,SLP-AUD-005.mp3,audio/v5/sleep/slp_aud_005.m4a,audio/narration/SLP-AUD-005.mp3,367012,22.909388,128000,44100,1,mp3
SLP-AUD-006,matched_imported,Sleep,Why trying harder to sleep can backfire,SLP-AUD-006.mp3,SLP-AUD-006.mp3,audio/v5/sleep/slp_aud_006.m4a,audio/narration/SLP-AUD-006.mp3,340262,21.237551,128000,44100,1,mp3
SLP-AUD-007,matched_imported,Sleep,Sleep drive: your body’s pressure for sleep,SLP-AUD-007.mp3,SLP-AUD-007.mp3,audio/v5/sleep/slp_aud_007.m4a,audio/narration/SLP-AUD-007.mp3,318528,19.879184,128000,44100,1,mp3
SLP-AUD-008,matched_imported,Sleep,When the bed becomes a place for frustration,SLP-AUD-008.mp3,SLP-AUD-008.mp3,audio/v5/sleep/slp_aud_008.m4a,audio/narration/SLP-AUD-008.mp3,317275,19.800816,128000,44100,1,mp3
SLP-AUD-009,matched_imported,Sleep,"Stimulus control, explained carefully",SLP-AUD-009.mp3,SLP-AUD-009.mp3,audio/v5/sleep/slp_aud_009.m4a,audio/narration/SLP-AUD-009.mp3,376207,23.484082,128000,44100,1,mp3
SLP-AUD-010,matched_imported,Sleep,Sleep thoughts can raise the alarm,SLP-AUD-010.mp3,SLP-AUD-010.mp3,audio/v5/sleep/slp_aud_010.m4a,audio/narration/SLP-AUD-010.mp3,342770,21.394286,128000,44100,1,mp3
SLP-AUD-011,matched_imported,Sleep,Common sleep myths,SLP-AUD-011.mp3,SLP-AUD-011.mp3,audio/v5/sleep/slp_aud_011.m4a,audio/narration/SLP-AUD-011.mp3,355727,22.204082,128000,44100,1,mp3
SLP-AUD-012,matched_imported,Sleep,Sleep myth examples,SLP-AUD-012.mp3,SLP-AUD-012.mp3,audio/v5/sleep/slp_aud_012.m4a,audio/narration/SLP-AUD-012.mp3,417167,26.044082,128000,44100,1,mp3
SLP-AUD-013,matched_imported,Sleep,Using sound at night,SLP-AUD-013.mp3,SLP-AUD-013.mp3,audio/v5/sleep/slp_aud_013.m4a,audio/narration/SLP-AUD-013.mp3,371191,23.170612,128000,44100,1,mp3
SLP-AUD-014,matched_imported,Sleep,"Sleep hygiene is helpful, but it is not the whole answer",SLP-AUD-014.mp3,SLP-AUD-014.mp3,audio/v5/sleep/slp_aud_014.m4a,audio/narration/SLP-AUD-014.mp3,413405,25.808980,128000,44100,1,mp3
SLP-AUD-015,matched_imported,Sleep,A consistent schedule,SLP-AUD-015.mp3,SLP-AUD-015.mp3,audio/v5/sleep/slp_aud_015.m4a,audio/narration/SLP-AUD-015.mp3,295541,18.442449,128000,44100,1,mp3
SLP-AUD-016,matched_imported,Sleep,A wind-down routine,SLP-AUD-016.mp3,SLP-AUD-016.mp3,audio/v5/sleep/slp_aud_016.m4a,audio/narration/SLP-AUD-016.mp3,355727,22.204082,128000,44100,1,mp3
SLP-AUD-017,matched_imported,Sleep,The sleep environment,SLP-AUD-017.mp3,SLP-AUD-017.mp3,audio/v5/sleep/slp_aud_017.m4a,audio/narration/SLP-AUD-017.mp3,361996,22.595918,128000,44100,1,mp3
SLP-AUD-018,matched_imported,Sleep,"Stimulants, food, alcohol, and activity",SLP-AUD-018.mp3,SLP-AUD-018.mp3,audio/v5/sleep/slp_aud_018.m4a,audio/narration/SLP-AUD-018.mp3,369519,23.066122,128000,44100,1,mp3
